applicant,patent_count,sample_count,mainfocus
昆明冶金高等专科学校,2,2,昆明冶金高等专科学校专注于研发用于地下矿山的智能化疏通装置，通过集成遥控操作、AI视觉识别与精准爆破技术，实现对溜井堵塞和出矿口卡斗的安全高效处理，显著提升矿山作业的安全性和自动化水平。
成都专知利乎数字科技有限公司,2,2,成都专知利乎数字科技有限公司专注于基于多维度融合的机器人健康状态认证技术，通过采集和处理多源数据，估算17种健康维度并生成综合健康指数，利用算法模型替代昂贵的物理传感器，并结合区块链技术存储认证报告，实现全面的机器人健康状态监测与管理。
河北顺时智能机器人科技有限公司,2,2,河北顺时智能机器人科技有限公司专注于研发适用于商超环境的双臂轮系人形机器人，通过底盘、躯干部和可升降上肢节的设计，结合多功能机械手，实现对不同种类货物的全自动补货操作，优化货架管理效率。
武汉华威科智能技术有限公司,2,2,武汉华威科智能技术有限公司专注于开发结合压阻式和磁传感技术的三维触觉传感器，通过检测柔性层形变及磁场变化实现高灵敏度、高精度的三维力测量，并提供相应的标定方法以提高力检测准确性。
上汽通用动力科技(上海)有限公司,2,2,上汽通用动力科技(上海)有限公司专注于开发多用途可互动人形机器人，集成视觉引导和机械动作实施装置，具备扫描读码、视觉识别、精确定位和协同抓取功能，适用于多种工业和民用场景。
江苏博谷智能科技有限公司,2,2,江苏博谷智能科技有限公司专注于人形机器人反向长螺母的硬车削加工技术，通过优化夹持组件和车削方法，提高加工精度和效率，减少刀具颤振和损坏。
中兴通讯股份有限公司,2,2,中兴通讯股份有限公司主要研究方向为模型量化处理技术及扩展现实XR视频传输方法，专注于提高模型的生态适应性与XR视频多角度渲染及高效传输。
广州瞬擎智合技术有限公司,2,2,广州瞬擎智合技术有限公司专注于开发基于通用命令和可扩展命令库的机器人控制技术，实现对不同厂家和类型的机器人的统一管理和控制，通过语义理解和命令识别提高人机交互效率。
四川奥渤新能源技术有限公司,2,2,四川奥渤新能源技术有限公司专注于基于电池组的地面集中式热管理充电系统，通过集成充电设备与热管理机组，实现电池在充电过程中的高效温度控制，提升电池的安全性、循环寿命及环境适应性。
欧菲微电子(南昌)有限公司,2,2,欧菲微电子(南昌)有限公司专注于高精度深度感知技术的研发，结合双目视觉与TOF技术提升图像生成质量，并通过集成线激光、面阵激光及惯性测量单元的双模深度相机减少测量盲区，增强深度测量精度。
常州海毅欧智能科技有限公司,2,2,常州海毅欧智能科技有限公司专注于机器人关节技术的研发，特别是在高效散热和精密操作方面。其核心技术包括液冷散热系统以提高高功率密度关节的性能，以及通过创新设计实现多关节灵巧手的高效驱动与灵活抓取。
芜湖飞龙汽车电子技术研究院有限公司,2,2,芜湖飞龙汽车电子技术研究院有限公司专注于人形机器人热管理技术，特别是液冷冷却架构系统及方法。通过优化水箱、泵液机构、水路连接机构和主散热机构的设计，提高整机稳定性和冷却效率，实现按需调节冷却效果，显著降低散热电耗。
安徽航逸科技有限公司,2,2,安徽航逸科技有限公司专注于人形机器人热管理技术，特别是液冷冷却架构系统及方法。通过优化水箱、泵液机构、水路连接机构和主散热机构的设计，提高整机稳定性和冷却效率，实现按需调节冷却效果，显著降低散热电耗。
捷和电机制品(深圳)有限公司,2,2,捷和电机制品(深圳)有限公司专注于关节电机定子的研发，通过优化基座和轭部材料的配比及粒径分布，采用铁硅粉与铁粉的复合材料，显著提升电机定子的机械强度和磁导率，以满足人形机器人对高性能导磁部件的需求。
北京字跳网络技术有限公司,2,2,北京字跳网络技术有限公司在机器人领域主要研究方向为姿态确定与物体操作技术，通过关节旋转数据和末端部位位置信息优化执行器的姿态调整，并利用传感器和结构数据分析提高可移动设备对物体操作的准确性和效率。
飞龙汽车部件股份有限公司,2,2,飞龙汽车部件股份有限公司专注于人形机器人热管理技术，特别是液冷冷却架构系统及方法。通过优化水箱、泵液机构、水路连接机构和主散热机构的设计，提高整机的稳定性和冷却效率，实现按需调节各器件的冷却效果，从而显著降低散热电耗。
陕西艾迪斯工程技术研发有限公司,2,2,陕西艾迪斯工程技术研发有限公司专注于气柜控制和气瓶搬运技术，通过自动化和智能化手段提高气瓶更换和搬运的安全性和效率。其核心技术包括气柜门的自动控制方法及系统、双重校验机制以及智能化气瓶搬运机器人的设计与应用。
北京太空链科技有限公司,2,2,北京太空链科技有限公司专注于基于人工智能的互动交流人形机器人表情模拟技术，通过采集和分析用户脑电波信号，结合情绪分类模型和仿生肌肉控制，实现高拟真度的机器人微表情生成，并利用用户面部反馈数据进行表情优化。
中山市天图精细化工有限公司,2,2,中山市天图精细化工有限公司专注于研发机器人专用护理气雾剂及其制备方法，通过特定成分组合实现对人形机器人的降温、润滑、清洁、保护、抗静电和防尘等多种功能，简化维护流程，提高维护效率，延长使用寿命。
昆明理工大学,2,2,昆明理工大学在机器人领域的研究主要集中在视觉伺服控制与高通过性变形机器人技术。具体表现为开发了能够动态估计深度并实现精确控制的单目手眼视觉伺服方法，以及设计了一种结合仿人行走和小车模式、具备良好地形适应性的变形人形机器人。
陕西中医药大学,2,2,陕西中医药大学的研究主攻方向为仿生机械手在中医推拿领域的应用，通过设计具有协同手指和对握拇指的灵巧手，结合驱动机构与联动机构实现多种按摩动作，配合理疗功能组件，以低成本推广中医推拿智能化技术。
精一微感(上海)技术有限公司,2,2,精一微感(上海)技术有限公司专注于研发适用于人形机器人的拉压力传感器及直线关节，通过嵌入式结构设计实现传感器与被测组件的一体化，确保不破坏原有结构完整性和承力路径，同时提高外观一体性和传感器保护性。
石狮市百亿科技有限公司,2,2,石狮市百亿科技有限公司专注于开发具有多级缓冲结构的仿生膝关节机构及人形机器人，通过设置缓冲机构和二级缓冲机构，有效吸收冲击力并减少晃动，提升机器人的稳定性和缓冲效果。
江苏亨通线缆科技有限公司,2,2,江苏亨通线缆科技有限公司专注于研发适用于具身智能机器人的高性能电缆，主要技术方向包括提升线缆的柔性、抗扭曲及抗电磁干扰性能。通过创新材料与结构设计，如改性纳米氧化铝增强绝缘性能、石墨烯改性聚酯带实现高效屏蔽，确保机器人在复杂动态环境下的信号稳定性和机械耐久性。
苏州荣智成健康科技有限公司,2,2,苏州荣智成健康科技有限公司专注于仿生机械手技术，特别是三指灵巧手的设计与应用。其核心技术在于通过协同手指和对握拇指的驱动机构及联动机制，实现多种精细动作，如揉捏、挤按、顶按等，以低成本方式应用于中医推拿领域，推动中医推拿智能化发展。
宁波科田磁业股份有限公司,2,2,宁波科田磁业股份有限公司专注于无重稀土添加的钕铁硼磁体的研发，通过成分、晶界及热处理工艺的协同控制，显著提升磁体的矫顽力和温度稳定性，为风力发电、新能源汽车、工业伺服及人形机器人等领域提供高性能、低成本的磁性材料解决方案。
深圳华为云计算技术有限公司,2,2,深圳华为云计算技术有限公司在机器人领域主要研究基于相机和惯性测量组件IMU的数据处理方法，以提高具身导航数据获取的效率和降低成本，无需依赖传统里程计和人形机器人，扩展了使用场景。
安徽康佳电子有限公司,2,2,安徽康佳电子有限公司专注于人形机器人智能插装自检线序系统及方法的研究，通过激光引导、SIFT特征识别、六维力传感器和DTW算法实现高精度自动对准与过程监控，结合扫频信号检测和形状记忆合金修复技术，显著提升装配准确性和效率，降低返工率和制造成本。
上海傲意信息科技有限公司,2,2,上海傲意信息科技有限公司专注于人形机器人智能抓取控制系统的研发，通过肌电感应和远程控制技术实现精准高效的物体抓取与操作。该系统集成了手势姿态获取、动作捕捉及AR辅助等功能模块，显著提升了人机交互的自然度与任务执行效率。
沈阳安登创新科技有限公司,2,2,沈阳安登创新科技有限公司专注于人形机器人领域的绳驱欠驱动机械手技术，通过多杆联动和仿人手指设计，实现高效抓取与捏取动作，同时减少驱动数量以降低整体重量和成本。
无锡隆盛科技股份有限公司,2,2,无锡隆盛科技股份有限公司专注于机器人关节模组的优化设计与人形机器人的外观设计。在关节模组方面，通过集成磁性编码器芯片和多级磁钢，实现小型化、低成本化和高集成化的电机端编码器，有效减小谐波减速器关节模组的尺寸和成本。同时，该公司还致力于开发具有人类外形特征和行动能力的人形机器人，适用于工业环境。
西湖机器人科技(杭州)有限公司,2,2,西湖机器人科技(杭州)有限公司专注于人形机器人的实时全身远程遥操控制系统，通过运动指令生成子系统和本体运动控制子系统的协同配合，实现多模态输入指令的解析与转换，自适应生成协调全身运动控制信号，确保机器人在不同条件下的鲁棒性、灵活性和可靠性。
江苏隆盛唯睿具身智能机器人创新中心有限公司,2,2,江苏隆盛唯睿具身智能机器人创新中心有限公司专注于开发高效紧凑的机器人关节模组和设计具有人类外形特征的人形机器人。其核心技术在于通过优化编码器结构实现电机的小型化、低成本化和高集成化，同时在外观设计上注重人形机器人的实用性和拟人化。
衢州市浙工大生态工业创新研究院,2,2,衢州市浙工大生态工业创新研究院主要研究方向为柔性电子与传感技术及机器人控制技术，专注于开发基于激光诱导石墨烯的多模态柔性传感器及其制备方法，以及通过电流特征分析实现人形机器人关节零位自动标定的方法。这些技术在医疗健康监测、工业设备诊断及智能机器人等领域具有广泛应用前景。
北京启物科技有限责任公司,2,2,北京启物科技有限责任公司专注于开发蘑菇自动采收人形机器人，通过集成移动操作台、采摘模块、切根模块和收集模块，实现全流程自动化采收。该技术显著提升采收效率，确保高效采摘和精准切根，同时保护蘑菇菇体。
上海交通大学医学院附属第九人民医院,2,2,上海交通大学医学院附属第九人民医院在牙科医疗机器人领域，专注于基于真实世界识别的口腔智能机器人定位系统。该系统通过集成AI图像识别、空间距离计算和轻量化硬件架构，实现对真实手术场景的感知与识别，自动规避危险结构，简化操作流程，提升手术的安全性和效率。
郭岳潘,2,2,郭岳潘的研究主攻方向是基于帕尔贴效应与形状记忆材料结合的柔性仿生肌肉技术，通过电信号控制实现伸缩运动，为机器人及其他设备提供无噪音、灵活可控的动力元件，推动小型化、智能化及灵敏化发展，尤其在仿生制造、机器人表情肌和断肢再造领域具有广泛应用潜力。
北京中薪科技有限公司,2,2,北京中薪科技有限公司专注于基于多协同智能算法的仿人形机器人及其控制方法，通过集成多种传感器和智能分析单元，提高机器人对环境的感知精度和避障能力，增强其在复杂环境中的移动安全性和准确性。
北京极佳视界科技有限公司,2,2,北京极佳视界科技有限公司专注于机器人视觉语言动作模型的训练方法及自视角训练数据生成技术，通过多模态数据集和视角转换技术提升机械臂在复杂操作场景下的策略学习能力和任务执行成功率。
苏州一诺机器人有限公司,2,2,苏州一诺机器人有限公司专注于研发具有保护功能的人形机器人关节，通过设计独特的锁合机构和外护机构，实现对关节异常状态的有效监测与及时响应，确保在异常情况下能够迅速解除关节间的相对驱动，从而保护驱动装置免受损害，提升整体实用性。
海南元宇宙生态俱乐部有限公司,2,2,海南元宇宙生态俱乐部有限公司主要研究基于区块链技术的二元逻辑组织架构系统，通过基础元和拓展元双层结构，结合DID身份标识、智能合约治理和声誉驱动激励机制，实现链上链下融合的组织协同架构，适用于去中心化商业组织和DAO孵化等场景。
浙江冠宇电池有限公司,2,2,浙江冠宇电池有限公司专注于二次电池技术的研发，特别是通过优化电解液成分和正极材料来提高电池的安全性和性能。其研究重点在于采用特定的环状碳酸酯溶剂和线性溶剂组合，以及调整正极材料中Ni元素的比例，以抑制高温产气、减少热失控风险，并提升低温安全性。
河南省睿卡机器人制造有限公司,2,2,河南省睿卡机器人制造有限公司专注于人形机器人用直线驱动器的研发，通过集成力传感器、多级减速组件和高扭矩输出结构，实现对大负载关节如髋关节、膝关节等的精确控制与高效驱动。
深圳市集和诚科技开发有限公司,2,2,深圳市集和诚科技开发有限公司专注于边缘计算服务器的任务动态分配方法和系统，通过分析人形机器人足底压力分布数据和计算负载数据，结合预测模型生成最优任务分配决策，以实现高效计算和物理实体的及时有效控制。
湖北珞珈实验室,2,2,湖北珞珈实验室专注于机器人技术与人工智能的结合，特别是在基于深度强化学习的机器人控制方法上具有显著研究，通过构建教师-学生模型框架解决机器人控制中的状态表征对齐及信号耦合问题。同时，在人形机器人的设计方面也有所涉猎，特别是针对测绘应用的人形机器人外观设计。
杭州同瓴信息科技有限公司,2,2,杭州同瓴信息科技有限公司专注于人形机器人的情绪识别技术，通过多模态传感器获取用户语音、面部图像及生理信号，结合深度学习模型和动态权重调整，实现高精度、实时的情绪识别，并根据情绪值调整机器人对话响应策略，提升人机交互的真实性和适应性。
北京绿多新材料科技有限公司,2,2,北京绿多新材料科技有限公司专注于人形机器人脚板结构设计，通过平开合页和对称焊接弹簧部件提高脚趾部分的灵活性与自由度，增强脚板的稳定性、高精度及抓地力，实现更优的运动控制技术。
广东省水利水电科学研究院,2,2,广东省水利水电科学研究院专注于开发基于多态融合的水利工程人形机器人巡检与隐患排查系统，通过整合多种数据类型和智能算法优化巡检路径，实现对水利工程潜在风险的智能诊断、预警及全生命周期风险管理。
广州德恒智能装备股份有限公司,2,2,广州德恒智能装备股份有限公司专注于开发使用人形机器人的双工位弧焊系统，通过自动化上下料和精准定位技术，实现高效、高精度的焊接作业，满足汽车车身异形部件的规模化和柔性化生产需求。
上海觅迹科技有限公司,2,2,上海觅迹科技有限公司专注于人形机器人的无线充电技术，主要研究方向为开发能够实现自主定位、移动至充电基站并进行高效安全的无线充电系统。该系统通过动态调节充电功率和实时监测充电状态来优化充电过程，并具备智能离开机制。
北京理工华汇智能科技有限公司,2,2,北京理工华汇智能科技有限公司专注于高转矩密度电机及一体化机器人关节模组的研发，通过创新的磁路设计、散热结构和控制方法，提升电机性能与稳定性，实现紧凑高效、高精度的机器人关节解决方案。
智泰新能源(东台)有限公司,2,2,智泰新能源(东台)有限公司专注于开发适用于人形机器人的高能量密度锂硫电池，通过在电芯层级设计可变形隔离组件、绝缘流体填充及可动电连接部件等创新结构，实现主动快速断电功能，显著提升电池的安全性和可靠性。
广东省科学院智能制造研究所,2,2,广东省科学院智能制造研究所专注于机器人灵巧操作与控制技术，通过强化学习和优化算法实现全局性能最优的控制策略，提高机器人在复杂任务中的操作精度与灵活性。
北京航空航天大学合肥创新研究院,2,2,北京航空航天大学合肥创新研究院专注于开发基于类人动作的人形机器人无人驾驶控制系统，通过多模态感知、类人动作库、任务规划与决策以及机械臂控制等技术，实现对车辆的智能操控。
中国工商银行股份有限公司,2,2,中国工商银行股份有限公司主要研究方向集中在利用机器人流程自动化技术提升金融服务效率，特别是在信用卡发放和基于机器人的身份验证方面，通过智能机器人实现客户识别、交互及证件验证等功能，以解决人力资源紧缺问题并提高业务处理的准确性和速度。
东莞市东鸿自动化科技有限公司,2,2,东莞市东鸿自动化科技有限公司专注于人形机器人滤波电感的自动化生产设备及方法，通过多工位转盘组件和多个涂胶、上料组件实现电感底板与线圈的高效精准组装。
广州鹿山新材料股份有限公司,2,2,广州鹿山新材料股份有限公司专注于开发高性能柔性电子材料，特别是用于智能可穿戴设备的高灵敏度、宽检测范围及快速响应时间的复合纳米纤维电子皮肤和具有良好柔性和机械强度的柔性聚酰亚胺薄膜。
苏州肌动科技有限公司,2,2,苏州肌动科技有限公司专注于开发具有感知功能的人工肌肉驱动灵巧手结构，通过在仿生手指表面集成感知与驱动一体化的人工肌肉带，实现灵活的指关节运动、手势动作执行及物体抓取与识别。
宇构(浙江)科技有限公司,2,2,宇构(浙江)科技有限公司专注于研发提高操作安全性的智能机械手，通过在机械臂末端设置浮动连接座，并利用霍尔芯片和磁铁的配合实现精确感知与控制。
上海共进微电子技术有限公司,2,2,上海共进微电子技术有限公司专注于人形机器人末端执行模块的电气通信接口及其连接方法，通过设计机械手臂、腕部偏摆机构和定位插接机构，结合储能旋转机构实现机械手掌与机械手臂的稳定连接。
南京默凯尼克机电有限公司,2,2,南京默凯尼克机电有限公司专注于人形机器人灵巧手的双电机绳驱结构及控制方法，通过优化舵机、关节连接座和绳驱盘安装座的布局与驱动方式，提高灵巧手的控制精度和灵活性。
上海云瞳绿能科技有限公司,2,2,上海云瞳绿能科技有限公司专注于开发基于人形机器人的电力巡检装置及方法，通过集成多种传感器和智能控制模块，实现电力设备的移动化自适应巡检和预测巡检，替代传统的固定式监测系统。
上海迪捷通数字科技有限公司,2,2,上海迪捷通数字科技有限公司专注于基于多模态感知融合的人形机器人具身智能协同控制系统，通过多源数据融合构建环境感知图，动态调整动作顺序与细节，优化轨迹和任务分配，实现高效精准的协同控制。
陈延峰,2,2,陈延峰的研究主攻方向是智能移动式机器人电视机，通过集成导航与避障、视觉目标识别与追踪、语音与手势交互等模块，实现自主移动、实时用户追踪和多模态交互，提供最佳观影视角和用户体验。
陈天乐,2,2,陈天乐的研究主攻方向为智能移动式机器人电视机，通过集成导航与避障、视觉目标识别与追踪、语音与手势交互等技术，实现自主移动、用户跟踪和多模态交互，提供最佳观影视角和良好用户体验。
陕西赛特智数科技有限公司,2,2,陕西赛特智数科技有限公司专注于人形机器人关节减速器的跑合测试技术，通过中控单元、测试执行单元和传感器实现自动化测试，提高测试效率和准确性，满足高效批量测试需求。
深圳市深红亿科技有限公司,2,2,深圳市深红亿科技有限公司专注于人形机器人散热柔韧外壳结构的研发，通过动态自调节组件实现根据关节弯曲角度自适应调节散热孔间隙，提升机械手在复杂动作中的散热效率。
东阳市济沛先进材料与器件研究院,2,2,东阳市济沛先进材料与器件研究院专注于开发高灵活性和紧凑型的灵巧手结构，通过优化手指和拇指的驱动、连杆及旋转组件设计，提高仿生手的整体紧凑性和小型化，同时增强其稳定性和耐用性。
艾图(浙江)智能缝制科技有限公司,2,2,艾图(浙江)智能缝制科技有限公司专注于人形机器人的研发，特别是具有灵活上身组件和多自由度腰部结构的设计。其技术重点在于实现机器人上身的旋转和俯仰动作，提高整体动作灵活性。
无锡邦承工业设计有限公司,2,2,无锡邦承工业设计有限公司专注于人形机器人本体设计，通过构建交互动力学数字孪生体和利用分布式视觉传感器网络，在虚拟环境中模拟并优化机器人的自适应运动轨迹。结合强化学习模型，实时调整运动规划参数以最小化动能损耗，同时满足任务约束和动力学限制。
丁红祥,2,2,丁红祥的研究主攻方向是通过采集实际应用场景的孪生数据，利用多传感器同步采集和多模态融合技术生成数据集，并结合模仿学习和逆向强化学习算法，优化人形机器人的任务规划与决策能力，提升其在实际场景中的适应性和执行效率。
东莞市久顺精密科技有限公司,2,2,东莞市久顺精密科技有限公司专注于研发可快速拆分的人形机器人用减速电机，通过创新的锁舌和锁块结构设计，实现电机组件与减速腔组件的便捷拆卸，便于检修和维护，提高实用性和工作效率。
万金林,2,2,万金林的研究主攻方向为智能移动式机器人电视机，通过集成自主导航、避障、视觉目标识别与追踪、语音及手势交互等技术，实现显示终端实时朝向用户，提供最佳观影视角和良好使用体验。
江西奥基德信精密制造有限公司,2,2,江西奥基德信精密制造有限公司专注于人形机器人关节旋转驱动装置的研发，通过采用四个摆线轮并联传动结构和载荷均载分配技术，实现高扭矩密度输出，满足极端工况下的高扭矩需求。
苏州灵猴机器人有限公司,2,2,苏州灵猴机器人有限公司专注于研发自身自动换电的具身人形机器人及其换电方法，通过集成底盘组件、立柱、手臂组件和手组件，并由控制单元协调各部分动作，实现机器人在无人干预情况下的自主换电，从而提高自动化水平并降低成本。
成都锦慧恒瑞科技有限公司,2,2,成都锦慧恒瑞科技有限公司专注于人形机器人在装修施工领域的自主规划与执行系统，通过多模态感知、柔性执行、高效移动及闭环控制技术，结合人工智能和数字孪生，实现施工的自主化、精准化和智能化。
广东金雁电工科技股份有限公司,2,2,广东金雁电工科技股份有限公司专注于人形机器人用耐电晕漆包铜扁线的固化工艺控制技术，通过实时多源数据采集与动态调控，实现漆膜固化过程的在线诊断与自适应闭环优化，提升固化均匀性和一致性，减少质量波动与人工干预。
万鑫精工(湖南)股份有限公司,2,2,万鑫精工专注于人形机器人关节模组的研发，通过优化外转子电机设计和集成编码、驱控模块，提高扭矩密度和槽满率，实现更高效、紧凑的关节驱动解决方案。
壹捌伍机器人(苏州)有限公司,2,2,壹捌伍机器人(苏州)有限公司专注于人形机器人的全身动力学实时在线优化，通过融合历史数据和实时关节信号，利用预训练的层级化动力学优化模型生成并调整关节力矩分配方案，结合运动仿真反馈和环境约束，实现跨关节力矩耦合优化，提升机器人运动性能。
北京箩卜的壳科技有限公司,2,2,北京箩卜的壳科技有限公司专注于机器人控制技术，通过视觉语言模型和三维空间特征分析提升机器人对复杂指令的理解能力和任务执行成功率，增强其环境感知精度与实时交互能力。
武汉工程大学,2,2,武汉工程大学在机器人领域的研究主攻方向是开发用于人形机器人电子鼻芯片的高选择性气敏涂层组合物，通过优化成膜基体、气敏填料、导电剂和相容性调节剂的配比及二元溶剂体系，实现对痕量气体的高灵敏度检测，并具备良好的机械强度和抗湿性能。
浙江经贸职业技术学院,2,2,浙江经贸职业技术学院的研究主攻方向是基于强化学习与Sim2Real迁移的人形机器人运动控制方法，通过构建物理引擎模型、PPO算法学习、奖励函数设计和参数扰动引入，实现轻量级、自适应的运动控制，提高对不确定环境的适应能力和降低现实部署中的摔倒风险。
深圳地瓜机器人有限公司,2,2,深圳地瓜机器人有限公司专注于机器人控制技术，通过视觉语言模型和三维空间特征分析提升机器人对复杂指令的理解能力和环境感知精度，增强任务执行的实时交互性和成功率。
华戎技术有限公司,2,2,华戎技术有限公司专注于基于仿生关节与多模态感知的人形机器人技术，通过动态自适应、多目标协同的智能能耗管理，实现高效节能和持续优化，确保机器人在复杂工况下的运动性能与操作安全。
秦皇岛市雅豪新材料科技有限公司,2,2,秦皇岛市雅豪新材料科技有限公司专注于开发适用于金属注射成型（MIM）工艺的高性能不锈钢和低合金钢粉末。其核心技术在于通过特定成分设计与表面处理技术，制备出无需热处理即可具备优异力学性能、耐磨性和耐腐蚀性的材料，同时降低烧结温度以提高生产效率和零件精度。
北京航天自动控制研究所,2,2,北京航天自动控制研究所专注于人形机器人手臂末端机构的路径实时规划方法，采用牛顿欧拉法通过迭代计算优化关节角度，实现高精度的位置控制。
中国人民解放军海军大连舰艇学院,2,2,该单位专注于船舶摇荡环境中的人形机器人步态控制技术，通过融合船舶运动数据和建立动态闭环控制框架，利用PID控制器和基于S-LIPM模型的质心轨迹求解方法，实现机器人在复杂环境下的稳定行走。
宿迁兴速自动化科技有限公司,2,2,宿迁兴速自动化科技有限公司专注于开发基于多阶段训练模型的人形机器人羽毛球回球控制系统，通过图像采集和形态梯度分析预测羽毛球轨迹，结合热紧迫度指数和雅可比矩阵优化关节控制，实现精准击球与平滑回位。
北京面壁智能科技有限责任公司,2,2,北京面壁智能科技有限责任公司专注于人形机器人多模态感知融合技术，通过动态稀疏化激活策略和卡尔曼滤波算法，实现对多模态数据流的高效处理与状态评估，优化机器人在复杂任务中的行为控制。
浙江同星科技股份有限公司,2,2,浙江同星科技股份有限公司专注于仿人形机器人手臂的控温技术，通过设计特殊的壳体结构和相变物料，结合外部散热方式，有效管理空心杯电机产生的热量，减少内部空间占用并降低噪音，提高整体使用效果。
揭阳市乐不奢电子商务有限公司,2,2,揭阳市乐不奢电子商务有限公司专注于开发适用于人形机器人的仿真皮肤及其制备方法，通过在基底层表面设置拱形凸筋部并覆盖硅胶层，解决了硅胶与其他材质难以稳定贴合的问题，提升了机器人外观的真实感和耐用性。
安徽斯格特信息系统有限公司,2,2,安徽斯格特信息系统有限公司专注于具身智能人形机器人的遥操作数采与数据闭环系统，通过时序协同模块和时间敏感网络技术实现指令、动作、采集的三元同步，结合时空对齐算法和评估模块，提升数据一致性和优化效率，适用于高精度操作场景。
宿迁学院,2,2,宿迁学院在机器人控制技术领域专注于开发基于多阶段训练模型的人形机器人羽毛球回球控制系统，通过图像采集、形态梯度分析、动态调节阻力系数和关节温度监测等技术，实现精准击球点预测与平滑的关节运动控制。
无锡学院,2,2,无锡学院在机器人技术领域主要研究基于磁流变液的轮式人形机器人，通过创新的缓冲机构和辅助支撑设计，提高机器人在颠簸路面上的稳定性和减振效果，防止侧翻。
济宁学院,2,2,济宁学院在人形机器人动态编队控制领域进行研究，利用液态神经网络和强化学习技术提升编队稳定性、响应速度及灵活性。
西湖大学,2,2,西湖大学在机器人领域主要研究方向包括：基于视觉和自然语言处理的自主泛化控制技术，以及面向康复医疗的下肢外骨骼步态策略训练与评测系统。
深圳荣耀智能机器有限公司,2,2,深圳荣耀智能机器有限公司专注于开发高效的设备标定技术，通过设计自动化标定系统和方法提高传感器标定的精度与效率，减少人工操作，适用于多种类型的传感器及应用场景。
珠海市沐彤科技有限公司,2,2,珠海市沐彤科技有限公司专注于基于强化学习的人形机器人控制技术，通过构建动态更新的可达状态空间和多源传感闭环反馈机制，实现安全、自适应的运动控制，并支持多机器人间的协同训练与经验共享。
厦门港引航站,2,2,厦门港引航站主要研究基于人形机器人和姿态映射技术的智慧引航系统，通过5G通信实现低延迟传输和闭环控制，消除引航员登离轮的安全风险，提升港口引航的安全性、连续性和效率。
浙江锐鹰传感技术股份有限公司,2,2,浙江锐鹰传感技术股份有限公司专注于研发高精度力矩检测与角度测量集成系统，利用逆磁致伸缩材料的应变片和非接触式感应耦合技术，实现对机械部件受力及旋转状态的精确监测，提升传感器在复杂环境下的稳定性和抗干扰能力。
集美大学,2,2,集美大学的研究主攻方向是基于人形机器人和姿态映射技术的智慧引航系统及方法，通过多视角姿态捕捉、5G通信和分层映射策略实现远程控制和实时反馈，提升港口引航的安全性、连续性和效率。
中认尚动(上海)检测技术有限公司,2,2,中认尚动(上海)检测技术有限公司专注于开发用于教室光环境检测的人形机器人，通过集成化传感器模块与可升降人形结构，实现多参数同步采集和标准测量姿态的自动复现，提升照明检测的效率和规范性。
国家康复辅具研究中心,2,2,国家康复辅具研究中心专注于开发仿生下肢机器人假肢测试系统及方法，通过人形机器人模拟人体下肢行走，结合负载模块、支撑模块和数据采集模块，实现对假肢多维度性能的精准检测。
上海统缆科技有限公司,2,2,上海统缆科技有限公司专注于光电复合电缆的制造方法，通过引入在线光学状态监测机制和闭环控制系统，实现对关键参数的自动调节。采用抗压垫片、反向双层绞合及分区温控挤出工艺，显著提升电缆在严苛动态工况下的信号稳定性和结构可靠性。
河北大学,2,2,河北大学在机器人领域的研究主攻方向为高性能荧光材料及其制备方法，特别是在纳米级荧光静电纺丝和自恢复型力致发光荧光粉方面，通过创新的材料设计和制备工艺，显著提升了触觉传感器件的灵敏度、响应速度和循环稳定性。
凌云工业股份有限公司,2,2,凌云工业股份有限公司专注于人形机器人用力传感器的标定技术，通过设计包含多种施力和定位组件的装置，提高力传感器标定的效率和精度。
江苏龙蟠新材料科技有限公司,2,2,江苏龙蟠新材料科技有限公司专注于研发适用于机器人关节的高性能润滑脂，通过优化配方和制备方法，降低摩擦系数，提高耐高低温性能，确保机器人在-40~150℃环境下长时间稳定运行。
昆山佰德龙精密自动化科技有限公司,2,2,昆山佰德龙精密自动化科技有限公司专注于开发具有高度灵活性和适应性的机械手及人形机器人，通过集成固定手指与可同步滑动的活动手指，并结合旋转驱动功能，实现无需更换物理部件即可动态调整抓取布局和夹持姿态，以满足多种工件抓取需求。
青岛艾普智能仪器有限公司,2,2,青岛艾普智能仪器有限公司专注于人形机器人关节电机的高动态、高精度鲁棒控制技术，通过模型预测控制方法解决高速运动时电压饱和和模型扰动问题，实现物理边界约束下的高效控制。
江苏龙蟠科技集团股份有限公司,2,2,江苏龙蟠科技集团股份有限公司专注于研发高性能润滑脂，通过优化配方和制备方法，降低摩擦系数，提高耐高低温性能，以适应机器人关节在宽广温度范围内的精准运行需求。
东莞市亚马电子有限公司,2,2,东莞市亚马电子有限公司专注于人形机器人领域的固态电池技术，包括快速更换电池系统和高性能固态电池材料及其制造工艺，以提升机器人的自主运行能力和能源效率。
中国移动通信有限公司研究院,2,2,中国移动通信有限公司研究院主要研究智能体接入认证技术，通过数字钱包模块和分布式数字身份标识符实现安全可靠的身份注册与认证授权，确保智能体在网络中的安全接入。
天津博诺智创机器人技术有限公司,2,2,天津博诺智创机器人技术有限公司专注于肌腱驱动具身智能人形机器人的研发，通过动态调整驱动信号和自适应控制算法，实现关节运动的柔顺性和精确控制，优化多关节协同任务执行效率，增强动作流畅性和稳定性，使机器人能够灵活适应不同任务场景和负载条件。
