id,publication_no,肢体协调规划,监控安全报警,环境模式识别,人机交互输入,图像视觉分析,自主路径规划,仿生关节传动,伺服电机控制,仿生视觉传感,医疗辅助操作,双足移动底盘,仿生双臂系统,头部感知模块,具身智能控制,灵巧末端执行,柔性关节驱动,人机交互接口
3272,CN120347748A,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3273,CN120347750A,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3274,CN120347754A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3275,CN120347759A,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
3276,CN120347812A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3277,CN120347815B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3278,CN120352055A,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3279,CN120352145A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3280,CN120358314A,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3281,CN120363169A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3282,CN120363174A,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3283,CN120363186A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3284,CN120363194A,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3285,CN120363216B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3286,CN120363221B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3287,CN120363245A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3288,CN120363253B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3289,CN120363649A,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3291,CN120364023A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3292,CN120364142A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293,CN120365725B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3294,CN120365750A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3295,CN120368005A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,CN120368028B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3298,CN120368969B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3299,CN120369006B,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3300,CN120370287A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,CN120370755A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3302,CN120370769A,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3303,CN120370919A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3304,CN120370927A,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3305,CN120370957B,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3306,CN120371920A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3307,CN120373134B,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,CN120374701B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3309,CN120374714A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3310,CN120375336A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3311,CN120375372A,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3312,CN120375465A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3313,CN120377466A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3314,CN120380302A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3315,CN120382498A,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3316,CN120382511A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3318,CN120382517A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,CN120382952B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3320,CN120383826B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,CN120385341A,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3323,CN120386195A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3324,CN120386962A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,CN120388045A,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3326,CN120389535B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3327,CN120389588A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3328,CN120395777A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3329,CN120395816A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3330,CN120395825A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3331,CN120395840A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3333,CN120395861A,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
3334,CN120395870A,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3337,CN120395873A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3338,CN120395889B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3339,CN120395905B,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
3340,CN120395906A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3341,CN120395907B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3342,CN120395921B,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3343,CN120395938A,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3344,CN120395941B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3345,CN120395973A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3346,CN120395974A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3347,CN120395977A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3348,CN120395978A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3349,CN120395979A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3350,CN120395980A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3351,CN120396001A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3352,CN120396003A,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3353,CN120396008B,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
3354,CN120397100B,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0
3355,CN120402457A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3356,CN120402597A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3357,CN120403627B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3358,CN120403633A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3359,CN120406159B,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
3360,CN120406206A,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3361,CN120406532B,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3362,CN120408884A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3363,CN120409589B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,CN120409590A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,CN120409712B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3366,CN120411422B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3367,CN120412083A,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3368,CN120414964A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3370,CN120415020A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3371,CN120416181A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,CN120416671A,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3373,CN120418050A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3374,CN120421610A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,CN120422209A,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3376,CN120422211A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3377,CN120422218A,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3378,CN120422238A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
3379,CN120422239A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,CN120422241B,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3381,CN120422242A,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3382,CN120422243A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3383,CN120422253B,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3384,CN120422254B,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3385,CN120422267A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3386,CN120422268A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3387,CN120422275A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3388,CN120422276B,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
3389,CN120423200A,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3390,CN120426142A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3391,CN120426358A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3393,CN120426375A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3394,CN120427676A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3395,CN120428573B,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3396,CN120429252A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3397,CN120431581A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3398,CN120434497A,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3399,CN120436895A,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0
3400,CN120439257A,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0
3401,CN120439281A,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3402,CN120439294A,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3403,CN120439301B,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3404,CN120439306A,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3405,CN120439340A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3406,CN120439357A,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3407,CN120439366A,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3408,CN120440155A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3409,CN120440157A,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3410,CN120444291A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3411,CN120445190B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3412,CN120445507A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,CN120445563A,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3415,CN120446110A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,CN120447545A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3417,CN120447554A,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
3418,CN120447563B,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3419,CN120447743A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3420,CN120449352A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,CN120449664A,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3422,CN120449922B,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3423,CN120451488B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3426,CN120454432A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3427,CN120455147A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,CN120457002A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,CN120458438A,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1
3430,CN120458906A,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
3431,CN120461398B,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
3432,CN120461429A,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3433,CN120461431A,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3434,CN120461432A,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
3435,CN120461443B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
3436,CN120461444B,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3437,CN120461446B,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3438,CN120461451B,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3439,CN120461460A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3440,CN120461472A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3441,CN120461473A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3442,CN120461474A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3443,CN120461484A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3444,CN120461812B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,CN120462546A,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3451,CN120464172A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,CN120467344A,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3453,CN120469256B,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3454,CN120469404A,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3455,CN120469570A,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3456,CN120472709B,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,CN120473090A,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3458,CN120473324A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,CN120474261A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3460,CN120474464A,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,CN120474613A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3462,CN120475375A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,CN120477162A,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
3464,CN120480877A,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
3465,CN120480890B,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0
3466,CN120480938A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3467,CN120480947A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3468,CN120480954A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3469,CN120480955B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3470,CN120480961A,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3471,CN120481170A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,CN120487836B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3473,CN120489101A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3474,CN120489163A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3475,CN120492847A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3476,CN120495406A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3477,CN120495557A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3478,CN120496377A,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3479,CN120496922B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3480,CN120498179A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3481,CN120503165B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3483,CN120503217B,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3484,CN120503226A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
3485,CN120503228A,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
3486,CN120503229A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3487,CN120503234A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3489,CN120503236A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3491,CN120503256A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3492,CN120503262A,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
3493,CN120503602A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3494,CN120504914A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,CN120506475A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3496,CN120506476A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3497,CN120506477A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3498,CN120506880A,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3499,CN120507129A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3500,CN120508129A,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3501,CN120508512A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,CN120509435A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3503,CN120510232A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3504,CN120511131A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506,CN120513916A,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0
3507,CN120515667A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,CN120516587B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,CN120516701A,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3516,CN120516706A,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3517,CN120516723A,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
3518,CN120516732A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3519,CN120516737A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3520,CN120516746A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3522,CN120516747A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3523,CN120516753A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3524,CN120517167A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3525,CN120521324A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,CN120521610A,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
3527,CN120521764A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,CN120524447B,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3529,CN120524653A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,CN120524975B,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
3531,CN120525907A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3532,CN120526056A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3534,CN120527736A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3535,CN120529825A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3537,CN120530435A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3538,CN120531393A,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3539,CN120533663A,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
3540,CN120533674A,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
3541,CN120533719B,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3542,CN120533727A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3543,CN120533738A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3544,CN120533739B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3545,CN120533742A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3546,CN120533752A,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3547,CN120533753B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3553,CN120534120A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3554,CN120535498A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3555,CN120538531A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3556,CN120538539A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3557,CN120538863B,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3558,CN120540115A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3560,CN120542467A,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3561,CN120542827A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,CN120543734A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3563,CN120545476A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,CN120551670A,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0
3565,CN120552017A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3566,CN120552028A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3567,CN120552063A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3568,CN120552071A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3569,CN120552083B,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
3570,CN120552084B,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3571,CN120552109A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3572,CN120552120A,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1
3573,CN120552123A,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3574,CN120552995A,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3575,CN120554633A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,CN120557301A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,CN120558242B,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3578,CN120559658A,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3579,CN120560034B,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3580,CN120560511A,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
3581,CN120562415B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,CN120563552A,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3583,CN120566809A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3584,CN120572513A,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3585,CN120572520A,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
3586,CN120572521A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3587,CN120572534A,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
3588,CN120572558A,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3589,CN120572563B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3590,CN120572772A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,CN120576225A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3592,CN120578299B,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
3593,CN120579687A,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3594,CN120588180A,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3595,CN120588187B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
3597,CN120588210A,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
3598,CN120588213A,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
3599,CN120588222A,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3600,CN120588225A,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3601,CN120588226A,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3602,CN120588241A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3603,CN120588262A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3604,CN120588275A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3605,CN120588277A,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
3606,CN120588279B,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
3607,CN120588280B,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3608,CN120588281A,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
3609,CN120588284A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3610,CN120588287A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3611,CN120588289A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3612,CN120588293A,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3613,CN120589108B,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3614,CN120592240A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3615,CN120593025A,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3616,CN120593028A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3617,CN120593425A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3618,CN120593766B,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3619,CN120595837A,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3620,CN120596412B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,CN120597450B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,CN120597950B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
